"","fecha","num_casos","num_hosp","num_uci","num_def","grupo"
"2090",2020-06-11,29,5,1,8,"70-79"
"2091",2020-06-12,44,8,1,4,"70-79"
"2092",2020-06-13,15,4,1,4,"70-79"
"2093",2020-06-14,9,7,1,1,"70-79"
"2094",2020-06-15,27,6,2,6,"70-79"
"2095",2020-06-16,32,7,0,1,"70-79"
"2096",2020-06-17,45,7,2,6,"70-79"
"2097",2020-06-18,30,7,0,5,"70-79"
"2098",2020-06-19,30,7,0,5,"70-79"
"2099",2020-06-20,17,7,0,1,"70-79"
"2100",2020-06-21,8,1,1,2,"70-79"
"2101",2020-06-22,13,6,1,2,"70-79"
"2102",2020-06-23,28,3,1,0,"70-79"
"2103",2020-06-24,26,8,1,5,"70-79"
"2104",2020-06-25,23,8,2,4,"70-79"
"2105",2020-06-26,34,3,0,4,"70-79"
"2106",2020-06-27,17,8,0,0,"70-79"
"2107",2020-06-28,11,1,0,2,"70-79"
"2108",2020-06-29,25,9,1,1,"70-79"
"2109",2020-06-30,32,2,0,4,"70-79"
"2110",2020-07-01,22,8,0,3,"70-79"
"2111",2020-07-02,40,6,1,0,"70-79"
"2112",2020-07-03,33,8,0,2,"70-79"
"2113",2020-07-04,19,8,1,3,"70-79"
"2114",2020-07-05,11,6,0,0,"70-79"
"2115",2020-07-06,20,5,1,1,"70-79"
"2116",2020-07-07,25,5,1,0,"70-79"
"2117",2020-07-08,33,3,1,3,"70-79"
"2118",2020-07-09,49,6,0,0,"70-79"
"2119",2020-07-10,65,7,0,1,"70-79"
"2120",2020-07-11,23,6,0,1,"70-79"
"2121",2020-07-12,20,6,1,0,"70-79"
"2122",2020-07-13,54,12,2,2,"70-79"
"2123",2020-07-14,57,13,0,0,"70-79"
"2124",2020-07-15,68,10,0,0,"70-79"
"2125",2020-07-16,70,9,1,1,"70-79"
"2126",2020-07-17,84,14,1,1,"70-79"
"2127",2020-07-18,69,5,0,0,"70-79"
"2128",2020-07-19,42,6,1,0,"70-79"
"2129",2020-07-20,38,11,2,1,"70-79"
"2130",2020-07-21,69,15,1,1,"70-79"
"2131",2020-07-22,74,11,2,0,"70-79"
"2132",2020-07-23,97,13,0,0,"70-79"
"2133",2020-07-24,91,17,0,1,"70-79"
"2134",2020-07-25,62,14,1,2,"70-79"
"2135",2020-07-26,64,11,0,0,"70-79"
"2136",2020-07-27,103,23,4,2,"70-79"
"2137",2020-07-28,97,17,1,3,"70-79"
"2138",2020-07-29,119,21,3,1,"70-79"
"2139",2020-07-30,118,27,0,0,"70-79"
"2140",2020-07-31,149,27,3,2,"70-79"
"2141",2020-08-01,116,22,0,2,"70-79"
"2142",2020-08-02,85,27,4,1,"70-79"
"2143",2020-08-03,135,25,3,0,"70-79"
"2144",2020-08-04,170,33,3,3,"70-79"
"2145",2020-08-05,175,32,2,3,"70-79"
"2146",2020-08-06,198,49,5,4,"70-79"
"2147",2020-08-07,240,37,3,3,"70-79"
"2148",2020-08-08,146,39,5,3,"70-79"
"2149",2020-08-09,114,24,3,5,"70-79"
"2150",2020-08-10,179,43,2,6,"70-79"
"2151",2020-08-11,281,42,4,2,"70-79"
"2152",2020-08-12,262,44,6,3,"70-79"
"2153",2020-08-13,289,53,4,4,"70-79"
"2154",2020-08-14,313,61,6,4,"70-79"
"2155",2020-08-15,192,41,5,2,"70-79"
"2156",2020-08-16,162,42,4,4,"70-79"
"2157",2020-08-17,238,70,10,5,"70-79"
"2158",2020-08-18,341,72,7,9,"70-79"
"2159",2020-08-19,379,70,5,4,"70-79"
"2160",2020-08-20,369,81,12,4,"70-79"
"2161",2020-08-21,434,97,6,3,"70-79"
"2162",2020-08-22,279,81,12,12,"70-79"
"2163",2020-08-23,194,70,12,12,"70-79"
"2164",2020-08-24,293,91,15,9,"70-79"
"2165",2020-08-25,438,89,12,4,"70-79"
"2166",2020-08-26,454,95,9,10,"70-79"
"2167",2020-08-27,411,107,10,15,"70-79"
"2168",2020-08-28,565,101,13,6,"70-79"
"2169",2020-08-29,361,99,13,14,"70-79"
"2170",2020-08-30,305,82,16,9,"70-79"
"2171",2020-08-31,347,108,14,11,"70-79"
"2172",2020-09-01,505,131,21,12,"70-79"
"2173",2020-09-02,539,138,14,12,"70-79"
"2174",2020-09-03,573,128,17,15,"70-79"
"2175",2020-09-04,646,122,22,10,"70-79"
"2176",2020-09-05,466,115,17,13,"70-79"
"2177",2020-09-06,327,94,18,17,"70-79"
"2178",2020-09-07,418,118,18,22,"70-79"
"2179",2020-09-08,641,132,12,18,"70-79"
"2180",2020-09-09,660,120,12,22,"70-79"
"2181",2020-09-10,694,153,12,19,"70-79"
"2182",2020-09-11,832,153,23,13,"70-79"
"2183",2020-09-12,490,140,16,15,"70-79"
"2184",2020-09-13,340,115,10,13,"70-79"
"2185",2020-09-14,475,172,25,17,"70-79"
"2186",2020-09-15,738,164,18,22,"70-79"
"2187",2020-09-16,736,178,21,21,"70-79"
"2188",2020-09-17,699,160,18,18,"70-79"
"2189",2020-09-18,864,193,25,22,"70-79"
"2190",2020-09-19,502,141,24,16,"70-79"
"2191",2020-09-20,336,111,24,16,"70-79"
"2192",2020-09-21,482,155,15,20,"70-79"
"2193",2020-09-22,699,168,25,30,"70-79"
"2194",2020-09-23,707,160,20,19,"70-79"
"2195",2020-09-24,666,158,12,31,"70-79"
"2196",2020-09-25,690,136,25,26,"70-79"
"2197",2020-09-26,424,119,14,19,"70-79"
"2198",2020-09-27,269,89,16,25,"70-79"
"2199",2020-09-28,395,139,25,38,"70-79"
"2200",2020-09-29,560,174,20,37,"70-79"
"2201",2020-09-30,588,133,22,28,"70-79"
"2202",2020-10-01,548,148,29,22,"70-79"
"2203",2020-10-02,643,159,17,24,"70-79"
"2204",2020-10-03,382,85,14,14,"70-79"
"2205",2020-10-04,270,124,19,17,"70-79"
"2206",2020-10-05,495,135,18,25,"70-79"
"2207",2020-10-06,677,156,22,18,"70-79"
"2208",2020-10-07,650,147,22,30,"70-79"
"2209",2020-10-08,741,175,23,31,"70-79"
"2210",2020-10-09,734,162,15,32,"70-79"
"2211",2020-10-10,569,159,8,25,"70-79"
"2212",2020-10-11,404,145,16,19,"70-79"
"2213",2020-10-12,381,141,19,37,"70-79"
"2214",2020-10-13,712,180,23,21,"70-79"
"2215",2020-10-14,903,198,32,34,"70-79"
"2216",2020-10-15,989,192,23,31,"70-79"
"2217",2020-10-16,1015,204,33,30,"70-79"
"2218",2020-10-17,755,187,34,26,"70-79"
"2219",2020-10-18,512,169,20,33,"70-79"
"2220",2020-10-19,914,233,31,40,"70-79"
"2221",2020-10-20,1213,262,30,39,"70-79"
"2222",2020-10-21,1372,259,37,31,"70-79"
"2223",2020-10-22,1384,261,24,42,"70-79"
"2224",2020-10-23,1484,280,43,39,"70-79"
"2225",2020-10-24,989,245,33,43,"70-79"
"2226",2020-10-25,739,200,26,42,"70-79"
"2227",2020-10-26,1193,260,24,49,"70-79"
"2228",2020-10-27,1471,274,28,51,"70-79"
"2229",2020-10-28,1562,308,37,45,"70-79"
"2230",2020-10-29,1481,309,45,54,"70-79"
"2231",2020-10-30,1559,339,42,53,"70-79"
"2232",2020-10-31,1126,261,43,43,"70-79"
"2233",2020-11-01,797,239,34,48,"70-79"
"2234",2020-11-02,1029,340,51,60,"70-79"
"2235",2020-11-03,1329,294,34,63,"70-79"
"2236",2020-11-04,1494,340,38,69,"70-79"
"2237",2020-11-05,1507,311,44,72,"70-79"
"2238",2020-11-06,1561,343,41,65,"70-79"
"2239",2020-11-07,1024,248,30,57,"70-79"
"2240",2020-11-08,720,221,42,65,"70-79"
"2241",2020-11-09,1030,322,42,54,"70-79"
"2242",2020-11-10,1352,311,34,76,"70-79"
"2243",2020-11-11,1281,318,30,62,"70-79"
"2244",2020-11-12,1238,303,38,77,"70-79"
"2245",2020-11-13,1205,301,40,85,"70-79"
"2246",2020-11-14,740,196,32,62,"70-79"
"2247",2020-11-15,474,177,36,58,"70-79"
"2248",2020-11-16,866,289,33,53,"70-79"
"2249",2020-11-17,1090,293,38,90,"70-79"
"2250",2020-11-18,967,213,33,57,"70-79"
"2251",2020-11-19,866,213,41,53,"70-79"
"2252",2020-11-20,784,227,28,49,"70-79"
"2253",2020-11-21,516,159,27,62,"70-79"
"2254",2020-11-22,343,143,17,50,"70-79"
"2255",2020-11-23,607,179,43,77,"70-79"
"2256",2020-11-24,691,160,21,55,"70-79"
"2257",2020-11-25,699,185,35,56,"70-79"
"2258",2020-11-26,670,170,36,66,"70-79"
"2259",2020-11-27,646,169,25,51,"70-79"
"2260",2020-11-28,401,121,16,47,"70-79"
"2261",2020-11-29,246,109,23,45,"70-79"
"2262",2020-11-30,460,155,24,52,"70-79"
"2263",2020-12-01,606,167,27,45,"70-79"
"2264",2020-12-02,551,142,25,42,"70-79"
"2265",2020-12-03,527,125,18,45,"70-79"
"2266",2020-12-04,547,136,24,45,"70-79"
"2267",2020-12-05,314,96,11,39,"70-79"
"2268",2020-12-06,219,81,15,34,"70-79"
"2269",2020-12-07,394,123,21,33,"70-79"
"2270",2020-12-08,265,85,20,34,"70-79"
"2271",2020-12-09,546,153,18,39,"70-79"
"2272",2020-12-10,636,140,20,42,"70-79"
"2273",2020-12-11,684,136,10,49,"70-79"
"2274",2020-12-12,441,126,19,40,"70-79"
"2275",2020-12-13,283,104,15,35,"70-79"
"2276",2020-12-14,669,142,20,35,"70-79"
"2277",2020-12-15,805,136,14,37,"70-79"
"2278",2020-12-16,816,142,18,28,"70-79"
"2279",2020-12-17,671,144,22,32,"70-79"
"2280",2020-12-18,771,138,19,36,"70-79"
"2281",2020-12-19,419,84,12,22,"70-79"
"2282",2020-12-20,307,114,16,23,"70-79"
"2283",2020-12-21,691,159,19,31,"70-79"
"2284",2020-12-22,849,169,24,36,"70-79"
"2285",2020-12-23,836,171,26,42,"70-79"
"2286",2020-12-24,591,132,15,28,"70-79"
"2287",2020-12-25,333,114,19,31,"70-79"
"2288",2020-12-26,428,122,17,35,"70-79"
"2289",2020-12-27,420,155,29,33,"70-79"
"2290",2020-12-28,1004,192,31,39,"70-79"
"2291",2020-12-29,1226,188,34,38,"70-79"
"2292",2020-12-30,1309,184,21,50,"70-79"
"2293",2020-12-31,976,172,21,41,"70-79"
"2294",2021-01-01,488,164,30,29,"70-79"
"2295",2021-01-02,653,173,33,37,"70-79"
"2296",2021-01-03,659,202,32,44,"70-79"
"2297",2021-01-04,1357,277,37,43,"70-79"
"2298",2021-01-05,1792,281,32,45,"70-79"
"2299",2021-01-06,881,220,29,39,"70-79"
"2300",2021-01-07,1545,300,37,52,"70-79"
"2301",2021-01-08,1884,293,42,45,"70-79"
"2302",2021-01-09,1118,217,42,44,"70-79"
"2303",2021-01-10,933,267,36,40,"70-79"
"2304",2021-01-11,1991,374,46,67,"70-79"
"2305",2021-01-12,2360,381,58,57,"70-79"
"2306",2021-01-13,2481,399,58,62,"70-79"
"2307",2021-01-14,2350,439,44,69,"70-79"
"2308",2021-01-15,2713,465,51,72,"70-79"
"2309",2021-01-16,1643,409,51,74,"70-79"
"2310",2021-01-17,1292,408,50,71,"70-79"
"2311",2021-01-18,2426,591,85,89,"70-79"
"2312",2021-01-19,2758,540,73,92,"70-79"
"2313",2021-01-20,2747,509,72,84,"70-79"
"2314",2021-01-21,2590,587,68,87,"70-79"
"2315",2021-01-22,2692,582,74,114,"70-79"
"2316",2021-01-23,1658,480,65,78,"70-79"
"2317",2021-01-24,1222,435,60,102,"70-79"
"2318",2021-01-25,2145,567,71,103,"70-79"
"2319",2021-01-26,2424,546,71,120,"70-79"
"2320",2021-01-27,2256,504,74,124,"70-79"
"2321",2021-01-28,2116,509,71,123,"70-79"
"2322",2021-01-29,1986,520,63,112,"70-79"
"2323",2021-01-30,1154,399,41,101,"70-79"
"2324",2021-01-31,776,313,62,114,"70-79"
"2325",2021-02-01,1377,440,71,137,"70-79"
"2326",2021-02-02,1715,448,50,121,"70-79"
"2327",2021-02-03,1455,381,52,129,"70-79"
"2328",2021-02-04,1308,381,51,103,"70-79"
"2329",2021-02-05,1209,348,66,107,"70-79"
"2330",2021-02-06,624,244,30,92,"70-79"
"2331",2021-02-07,376,194,39,79,"70-79"
"2332",2021-02-08,858,314,57,100,"70-79"
"2333",2021-02-09,929,306,43,90,"70-79"
"2334",2021-02-10,787,234,26,86,"70-79"
"2335",2021-02-11,735,222,32,87,"70-79"
"2336",2021-02-12,684,225,25,75,"70-79"
"2337",2021-02-13,358,121,30,55,"70-79"
"2338",2021-02-14,241,134,27,51,"70-79"
"2339",2021-02-15,511,196,24,75,"70-79"
"2340",2021-02-16,568,153,23,76,"70-79"
"2341",2021-02-17,440,133,25,70,"70-79"
"2342",2021-02-18,511,146,28,62,"70-79"
"2343",2021-02-19,470,124,18,53,"70-79"
"2344",2021-02-20,258,88,18,48,"70-79"
"2345",2021-02-21,188,107,23,29,"70-79"
"2346",2021-02-22,381,138,18,56,"70-79"
"2347",2021-02-23,421,118,16,64,"70-79"
"2348",2021-02-24,368,103,16,53,"70-79"
"2349",2021-02-25,350,106,14,48,"70-79"
"2350",2021-02-26,372,103,20,49,"70-79"
"2351",2021-02-27,198,94,17,41,"70-79"
"2352",2021-02-28,131,72,17,42,"70-79"
"2353",2021-03-01,335,97,15,35,"70-79"
"2354",2021-03-02,321,114,19,40,"70-79"
"2355",2021-03-03,336,94,14,35,"70-79"
"2356",2021-03-04,329,89,19,35,"70-79"
"2357",2021-03-05,312,101,20,34,"70-79"
"2358",2021-03-06,156,80,6,34,"70-79"
"2359",2021-03-07,151,79,11,32,"70-79"
"2360",2021-03-08,282,112,19,37,"70-79"
"2361",2021-03-09,341,73,16,31,"70-79"
"2362",2021-03-10,288,82,20,35,"70-79"
"2363",2021-03-11,287,82,18,24,"70-79"
"2364",2021-03-12,319,94,9,30,"70-79"
"2365",2021-03-13,168,66,11,22,"70-79"
"2366",2021-03-14,112,54,10,21,"70-79"
"2367",2021-03-15,328,74,21,34,"70-79"
"2368",2021-03-16,337,85,14,23,"70-79"
"2369",2021-03-17,301,104,16,16,"70-79"
"2370",2021-03-18,367,89,22,18,"70-79"
"2371",2021-03-19,286,78,14,17,"70-79"
"2372",2021-03-20,178,63,7,16,"70-79"
"2373",2021-03-21,117,75,9,20,"70-79"
"2374",2021-03-22,358,99,12,14,"70-79"
"2375",2021-03-23,452,85,16,34,"70-79"
"2376",2021-03-24,389,93,16,13,"70-79"
"2377",2021-03-25,413,116,24,21,"70-79"
"2378",2021-03-26,464,112,22,22,"70-79"
"2379",2021-03-27,261,97,17,19,"70-79"
"2380",2021-03-28,197,70,12,23,"70-79"
"2381",2021-03-29,501,107,13,26,"70-79"
"2382",2021-03-30,485,129,17,29,"70-79"
"2383",2021-03-31,539,130,10,26,"70-79"
"2384",2021-04-01,343,111,22,16,"70-79"
"2385",2021-04-02,221,111,30,29,"70-79"
"2386",2021-04-03,297,108,22,23,"70-79"
"2387",2021-04-04,274,101,21,15,"70-79"
"2388",2021-04-05,498,147,18,18,"70-79"
"2389",2021-04-06,695,147,39,19,"70-79"
"2390",2021-04-07,568,141,24,18,"70-79"
"2391",2021-04-08,580,134,21,23,"70-79"
"2392",2021-04-09,637,135,20,20,"70-79"
"2393",2021-04-10,328,119,17,28,"70-79"
"2394",2021-04-11,255,108,25,17,"70-79"
"2395",2021-04-12,534,150,25,28,"70-79"
"2396",2021-04-13,585,164,21,19,"70-79"
"2397",2021-04-14,587,160,28,24,"70-79"
"2398",2021-04-15,543,152,24,23,"70-79"
"2399",2021-04-16,565,191,42,29,"70-79"
"2400",2021-04-17,354,134,27,26,"70-79"
"2401",2021-04-18,247,123,22,21,"70-79"
"2402",2021-04-19,523,172,22,29,"70-79"
"2403",2021-04-20,598,173,41,18,"70-79"
"2404",2021-04-21,511,160,23,25,"70-79"
"2405",2021-04-22,537,165,25,24,"70-79"
"2406",2021-04-23,533,153,28,26,"70-79"
"2407",2021-04-24,314,134,25,22,"70-79"
"2408",2021-04-25,264,110,13,21,"70-79"
"2409",2021-04-26,504,173,27,25,"70-79"
"2410",2021-04-27,551,170,30,27,"70-79"
"2411",2021-04-28,473,127,23,29,"70-79"
"2412",2021-04-29,453,138,26,21,"70-79"
"2413",2021-04-30,468,126,20,26,"70-79"
"2414",2021-05-01,200,87,19,23,"70-79"
"2415",2021-05-02,169,97,20,11,"70-79"
"2416",2021-05-03,338,107,22,41,"70-79"
"2417",2021-05-04,410,119,13,24,"70-79"
"2418",2021-05-05,351,124,26,25,"70-79"
"2419",2021-05-06,321,91,14,20,"70-79"
"2420",2021-05-07,353,103,15,31,"70-79"
"2421",2021-05-08,138,57,9,19,"70-79"
"2422",2021-05-09,129,69,12,17,"70-79"
"2423",2021-05-10,284,64,10,19,"70-79"
"2424",2021-05-11,265,81,6,18,"70-79"
"2425",2021-05-12,235,71,8,27,"70-79"
"2426",2021-05-13,224,50,12,22,"70-79"
"2427",2021-05-14,219,43,6,8,"70-79"
"2428",2021-05-15,92,44,7,11,"70-79"
"2429",2021-05-16,71,23,8,13,"70-79"
"2430",2021-05-17,161,43,6,8,"70-79"
"2431",2021-05-18,158,37,9,14,"70-79"
"2432",2021-05-19,141,39,10,17,"70-79"
"2433",2021-05-20,127,24,8,11,"70-79"
"2434",2021-05-21,147,30,9,16,"70-79"
"2435",2021-05-22,76,28,8,9,"70-79"
"2436",2021-05-23,46,27,3,11,"70-79"
"2437",2021-05-24,101,26,3,17,"70-79"
"2438",2021-05-25,129,27,4,6,"70-79"
"2439",2021-05-26,133,16,5,15,"70-79"
"2440",2021-05-27,109,21,4,8,"70-79"
"2441",2021-05-28,116,28,5,8,"70-79"
"2442",2021-05-29,59,11,1,5,"70-79"
"2443",2021-05-30,45,22,2,14,"70-79"
"2444",2021-05-31,82,20,2,11,"70-79"
"2445",2021-06-01,87,15,1,7,"70-79"
"2446",2021-06-02,87,14,2,6,"70-79"
"2447",2021-06-03,70,16,2,13,"70-79"
"2448",2021-06-04,84,8,0,9,"70-79"
"2449",2021-06-05,59,15,3,6,"70-79"
"2450",2021-06-06,23,6,3,8,"70-79"
"2451",2021-06-07,85,17,4,5,"70-79"
"2452",2021-06-08,61,16,2,10,"70-79"
"2453",2021-06-09,52,16,2,9,"70-79"
"2454",2021-06-10,58,10,0,6,"70-79"
"2455",2021-06-11,64,14,2,1,"70-79"
"2456",2021-06-12,48,9,3,5,"70-79"
"2457",2021-06-13,20,9,1,6,"70-79"
"2458",2021-06-14,63,4,3,3,"70-79"
"2459",2021-06-15,71,16,3,6,"70-79"
"2460",2021-06-16,60,10,1,7,"70-79"
"2461",2021-06-17,62,6,2,6,"70-79"
"2462",2021-06-18,61,8,1,6,"70-79"
"2463",2021-06-19,38,8,1,1,"70-79"
"2464",2021-06-20,20,6,1,5,"70-79"
"2465",2021-06-21,59,9,0,4,"70-79"
"2466",2021-06-22,66,9,1,4,"70-79"
"2467",2021-06-23,62,9,3,8,"70-79"
"2468",2021-06-24,49,14,1,5,"70-79"
"2469",2021-06-25,78,9,1,2,"70-79"
"2470",2021-06-26,49,8,0,3,"70-79"
"2471",2021-06-27,41,12,0,4,"70-79"
"2472",2021-06-28,76,10,1,7,"70-79"
"2473",2021-06-29,96,9,2,2,"70-79"
"2474",2021-06-30,102,18,0,3,"70-79"
"2475",2021-07-01,120,20,6,3,"70-79"
"2476",2021-07-02,154,17,0,0,"70-79"
"2477",2021-07-03,93,12,3,4,"70-79"
"2478",2021-07-04,69,10,1,0,"70-79"
"2479",2021-07-05,184,19,2,2,"70-79"
"2480",2021-07-06,217,21,1,3,"70-79"
"2481",2021-07-07,232,21,0,0,"70-79"
"2482",2021-07-08,249,19,3,3,"70-79"
"2483",2021-07-09,295,25,2,2,"70-79"
"2484",2021-07-10,219,31,4,2,"70-79"
"2485",2021-07-11,146,20,2,2,"70-79"
"2486",2021-07-12,400,39,1,2,"70-79"
"2487",2021-07-13,481,49,4,6,"70-79"
"2488",2021-07-14,447,41,3,2,"70-79"
"2489",2021-07-15,484,53,5,3,"70-79"
"2490",2021-07-16,549,47,7,11,"70-79"
"2491",2021-07-17,336,49,4,2,"70-79"
"2492",2021-07-18,263,48,6,0,"70-79"
"2493",2021-07-19,667,70,5,7,"70-79"
"2494",2021-07-20,770,77,7,6,"70-79"
"2495",2021-07-21,753,93,7,8,"70-79"
"2496",2021-07-22,785,85,6,9,"70-79"
"2497",2021-07-23,756,102,9,9,"70-79"
"2498",2021-07-24,499,75,9,11,"70-79"
"2499",2021-07-25,352,84,8,8,"70-79"
"2500",2021-07-26,750,90,9,6,"70-79"
"2501",2021-07-27,856,106,16,8,"70-79"
"2502",2021-07-28,819,87,14,15,"70-79"
"2503",2021-07-29,828,88,5,16,"70-79"
"2504",2021-07-30,803,90,8,17,"70-79"
"2505",2021-07-31,520,85,13,9,"70-79"
"2506",2021-08-01,331,88,10,11,"70-79"
"2507",2021-08-02,781,112,15,13,"70-79"
"2508",2021-08-03,752,93,15,14,"70-79"
"2509",2021-08-04,748,104,13,25,"70-79"
"2510",2021-08-05,729,81,11,17,"70-79"
"2511",2021-08-06,740,98,7,14,"70-79"
"2512",2021-08-07,454,94,21,16,"70-79"
"2513",2021-08-08,310,83,9,11,"70-79"
"2514",2021-08-09,692,100,14,18,"70-79"
"2515",2021-08-10,725,112,14,16,"70-79"
"2516",2021-08-11,654,98,12,20,"70-79"
"2517",2021-08-12,631,95,15,27,"70-79"
"2518",2021-08-13,589,83,11,15,"70-79"
"2519",2021-08-14,377,72,6,23,"70-79"
"2520",2021-08-15,243,70,9,17,"70-79"
"2521",2021-08-16,469,110,12,19,"70-79"
"2522",2021-08-17,502,80,15,20,"70-79"
"2523",2021-08-18,570,100,14,17,"70-79"
"2524",2021-08-19,479,74,11,15,"70-79"
"2525",2021-08-20,546,65,11,24,"70-79"
"2526",2021-08-21,302,62,8,13,"70-79"
"2527",2021-08-22,209,58,14,17,"70-79"
"2528",2021-08-23,493,85,11,18,"70-79"
"2529",2021-08-24,521,60,9,16,"70-79"
"2530",2021-08-25,488,65,17,19,"70-79"
"2531",2021-08-26,409,56,13,16,"70-79"
"2532",2021-08-27,400,63,7,11,"70-79"
"2533",2021-08-28,258,45,5,18,"70-79"
"2534",2021-08-29,155,49,5,9,"70-79"
"2535",2021-08-30,374,46,6,20,"70-79"
"2536",2021-08-31,404,58,11,15,"70-79"
"2537",2021-09-01,353,64,15,21,"70-79"
"2538",2021-09-02,296,59,11,12,"70-79"
"2539",2021-09-03,272,46,8,16,"70-79"
"2540",2021-09-04,165,45,7,9,"70-79"
"2541",2021-09-05,129,33,5,10,"70-79"
"2542",2021-09-06,267,39,10,11,"70-79"
"2543",2021-09-07,316,46,3,14,"70-79"
"2544",2021-09-08,247,46,6,9,"70-79"
"2545",2021-09-09,226,32,6,11,"70-79"
"2546",2021-09-10,230,35,4,9,"70-79"
"2547",2021-09-11,113,29,6,12,"70-79"
"2548",2021-09-12,84,26,6,17,"70-79"
"2549",2021-09-13,231,42,10,6,"70-79"
"2550",2021-09-14,214,37,5,7,"70-79"
"2551",2021-09-15,202,42,2,13,"70-79"
"2552",2021-09-16,178,36,6,13,"70-79"
"2553",2021-09-17,181,32,5,9,"70-79"
"2554",2021-09-18,78,18,6,9,"70-79"
"2555",2021-09-19,57,12,2,6,"70-79"
"2556",2021-09-20,138,26,2,8,"70-79"
"2557",2021-09-21,155,24,8,7,"70-79"
"2558",2021-09-22,165,18,5,5,"70-79"
"2559",2021-09-23,118,26,3,3,"70-79"
"2560",2021-09-24,154,21,5,4,"70-79"
"2561",2021-09-25,80,18,2,3,"70-79"
"2562",2021-09-26,58,13,2,4,"70-79"
"2563",2021-09-27,161,19,3,3,"70-79"
"2564",2021-09-28,130,19,2,4,"70-79"
"2565",2021-09-29,127,16,3,5,"70-79"
"2566",2021-09-30,126,25,3,11,"70-79"
"2567",2021-10-01,127,24,4,4,"70-79"
"2568",2021-10-02,62,13,3,7,"70-79"
"2569",2021-10-03,46,12,4,4,"70-79"
"2570",2021-10-04,114,15,3,5,"70-79"
"2571",2021-10-05,127,21,2,3,"70-79"
"2572",2021-10-06,122,12,3,8,"70-79"
"2573",2021-10-07,132,15,6,7,"70-79"
"2574",2021-10-08,135,25,4,6,"70-79"
"2575",2021-10-09,69,15,2,3,"70-79"
"2576",2021-10-10,45,16,1,7,"70-79"
"2577",2021-10-11,146,22,7,2,"70-79"
"2578",2021-10-12,73,13,3,3,"70-79"
"2579",2021-10-13,119,33,4,5,"70-79"
"2580",2021-10-14,149,20,3,4,"70-79"
"2581",2021-10-15,142,24,1,4,"70-79"
"2582",2021-10-16,80,15,3,2,"70-79"
"2583",2021-10-17,68,26,5,3,"70-79"
"2584",2021-10-18,175,26,8,3,"70-79"
"2585",2021-10-19,181,23,2,3,"70-79"
"2586",2021-10-20,145,25,2,4,"70-79"
"2587",2021-10-21,154,21,7,7,"70-79"
"2588",2021-10-22,181,25,0,1,"70-79"
"2589",2021-10-23,71,17,1,5,"70-79"
"2590",2021-10-24,71,17,2,4,"70-79"
"2591",2021-10-25,201,23,4,2,"70-79"
"2592",2021-10-26,189,24,2,2,"70-79"
"2593",2021-10-27,169,28,4,4,"70-79"
"2594",2021-10-28,183,31,3,4,"70-79"
"2595",2021-10-29,183,39,5,0,"70-79"
"2596",2021-10-30,94,27,3,3,"70-79"
"2597",2021-10-31,81,16,2,2,"70-79"
"2598",2021-11-01,82,26,5,2,"70-79"
"2599",2021-11-02,217,38,2,2,"70-79"
"2600",2021-11-03,224,28,1,3,"70-79"
"2601",2021-11-04,226,21,1,3,"70-79"
"2602",2021-11-05,262,36,5,2,"70-79"
"2603",2021-11-06,157,23,3,3,"70-79"
"2604",2021-11-07,110,32,2,2,"70-79"
"2605",2021-11-08,274,55,7,5,"70-79"
"2606",2021-11-09,285,50,8,9,"70-79"
"2607",2021-11-10,321,42,8,5,"70-79"
"2608",2021-11-11,342,46,6,3,"70-79"
"2609",2021-11-12,390,36,5,6,"70-79"
"2610",2021-11-13,202,38,6,6,"70-79"
"2611",2021-11-14,156,34,6,1,"70-79"
"2612",2021-11-15,437,54,2,4,"70-79"
"2613",2021-11-16,424,52,5,5,"70-79"
"2614",2021-11-17,468,44,4,4,"70-79"
"2615",2021-11-18,484,52,5,4,"70-79"
"2616",2021-11-19,575,58,6,2,"70-79"
"2617",2021-11-20,312,55,5,1,"70-79"
"2618",2021-11-21,234,70,8,2,"70-79"
"2619",2021-11-22,572,76,9,6,"70-79"
"2620",2021-11-23,653,76,17,6,"70-79"
"2621",2021-11-24,654,90,7,5,"70-79"
"2622",2021-11-25,617,69,17,6,"70-79"
"2623",2021-11-26,692,75,13,6,"70-79"
"2624",2021-11-27,407,51,16,5,"70-79"
"2625",2021-11-28,271,67,8,5,"70-79"
"2626",2021-11-29,650,72,16,6,"70-79"
"2627",2021-11-30,659,96,13,9,"70-79"
"2628",2021-12-01,741,76,17,10,"70-79"
"2629",2021-12-02,749,72,9,9,"70-79"
"2630",2021-12-03,758,73,14,11,"70-79"
"2631",2021-12-04,517,75,10,10,"70-79"
"2632",2021-12-05,347,68,14,7,"70-79"
"2633",2021-12-06,339,76,4,14,"70-79"
"2634",2021-12-07,815,88,20,10,"70-79"
"2635",2021-12-08,470,67,14,11,"70-79"
"2636",2021-12-09,798,73,13,14,"70-79"
"2637",2021-12-10,952,92,11,14,"70-79"
"2638",2021-12-11,610,83,10,13,"70-79"
"2639",2021-12-12,459,65,11,9,"70-79"
"2640",2021-12-13,872,90,16,16,"70-79"
"2641",2021-12-14,913,100,15,16,"70-79"
"2642",2021-12-15,930,84,16,10,"70-79"
"2643",2021-12-16,900,99,17,21,"70-79"
"2644",2021-12-17,1029,96,23,16,"70-79"
"2645",2021-12-18,695,78,8,14,"70-79"
